x-coordinate,y-coordinate,Similarity_score
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16978,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16937,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16992,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16950,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16982,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16911,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16943,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1696,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1699,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16988,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1691,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16916,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16958,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16973,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16935,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16922,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16970,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16974,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16946,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16979,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16983,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16914,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16980,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16965,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16956,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16987,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1694,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1690,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16907,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16927,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16985,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16953,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16964,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16961,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1693,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16942,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16900,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16999,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1692,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16902,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16926,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16991,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16968,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16910,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16925,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16919,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16955,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16994,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16957,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16930,0.7333333333333334
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16966,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16938,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16960,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16944,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16996,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16940,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16905,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16952,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16932,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16929,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16903,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16915,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16913,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16904,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16920,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16993,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16909,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16995,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16963,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16967,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16990,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16906,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16949,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16971,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16959,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16912,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16921,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1697,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16969,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx169,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16933,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16931,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16986,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16981,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16984,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16954,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16928,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16989,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16977,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16941,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1698,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16924,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16939,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16972,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16934,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16976,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16997,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16975,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16936,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16998,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16948,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1695,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16945,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16923,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16947,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16918,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16951,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16908,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16978,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16937,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16992,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16950,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16982,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16911,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16943,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1696,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1699,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16988,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1691,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16916,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16958,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16973,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16935,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16922,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16970,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16974,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16946,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16979,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16983,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16914,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16980,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16965,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16956,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16962,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1694,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1690,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16907,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16927,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16985,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16953,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16964,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16961,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx1693,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16942,1.0
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16900,0.75
/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16917,/home/hangguo/tika-img-similarity/geo_parsed_out/sample/xx16999,1.0
